6060 8.374223292855732e-07 	 1.0 	 0.026577576921849963 	 0.9960063897763578
6061 7.589871657222602e-07 	 1.0 	 0.026625586497301342 	 0.9961062300319489
6062 7.161504771219995e-07 	 1.0 	 0.0275159181617765 	 0.9961062300319489
6063 7.169238965101954e-07 	 1.0 	 0.0261417321998788 	 0.9959065495207667
6064 6.587003625058685e-07 	 1.0 	 0.02696517444651776 	 0.9959065495207667
6065 7.439007429621824e-07 	 1.0 	 0.02721378949932804 	 0.9960063897763578
6066 1.0738949964866152e-06 	 1.0 	 0.02722922799149611 	 0.9960063897763578
6067 7.448093807657585e-07 	 1.0 	 0.027246604119423534 	 0.9959065495207667
6068 6.95397512688487e-07 	 1.0 	 0.02724128429687968 	 0.9960063897763578
6069 6.873848401592397e-07 	 1.0 	 0.026121477968182365 	 0.9960063897763578
6070 6.615406555249592e-07 	 1.0 	 0.026851333895276372 	 0.9959065495207667
6071 7.10433207397756e-07 	 1.0 	 0.027460055247359522 	 0.9959065495207667
6072 6.797741673776159e-07 	 1.0 	 0.027290723531427717 	 0.9957068690095847
6073 7.770608754007924e-07 	 1.0 	 0.026754323474591196 	 0.9960063897763578
6074 8.048172852025459e-07 	 1.0 	 0.026904859682036354 	 0.9958067092651757
6075 6.543271508222403e-07 	 1.0 	 0.027352098940684137 	 0.9961062300319489
6076 7.071964693371058e-07 	 1.0 	 0.02696698197479241 	 0.9961062300319489
6077 8.407616088803139e-07 	 1.0 	 0.026607592821942114 	 0.9961062300319489
6078 1.0165766233271255e-06 	 1.0 	 0.026726042302579644 	 0.9958067092651757
6079 6.677097619272843e-07 	 1.0 	 0.027152979106180055 	 0.9961062300319489
6080 7.925238953413327e-07 	 1.0 	 0.02704880668511832 	 0.9960063897763578
6081 6.238758942568267e-07 	 1.0 	 0.027468837446059772 	 0.9957068690095847
6082 6.442835685083991e-07 	 1.0 	 0.027394334415599457 	 0.9961062300319489
6083 6.538551114299196e-07 	 1.0 	 0.02642605336435994 	 0.9959065495207667
6084 6.592682233549852e-07 	 1.0 	 0.02691376072447857 	 0.9960063897763578
6085 6.74723666504633e-07 	 1.0 	 0.026805323847100916 	 0.9957068690095847
6086 7.155288139681204e-07 	 1.0 	 0.027312899030832078 	 0.9959065495207667
6087 6.625275888764293e-07 	 1.0 	 0.02670901033838191 	 0.9960063897763578
6088 7.349467205523297e-07 	 1.0 	 0.02738625854368225 	 0.9959065495207667
6089 7.23202808568999e-07 	 1.0 	 0.02719898859854917 	 0.9956070287539937
6090 6.53628740490717e-07 	 1.0 	 0.027674269181028135 	 0.9958067092651757
6091 7.46692459096323e-07 	 1.0 	 0.027258737758020173 	 0.9959065495207667
6092 8.353386373289595e-07 	 1.0 	 0.027181986552124063 	 0.9957068690095847
6093 6.696419223960958e-07 	 1.0 	 0.02676487584524712 	 0.9958067092651757
6094 6.767744838349188e-07 	 1.0 	 0.026437589819351185 	 0.9959065495207667
6095 6.948125141310868e-07 	 1.0 	 0.028045998481811336 	 0.9960063897763578
6096 7.095690736967697e-07 	 1.0 	 0.02708343162958946 	 0.9959065495207667
6097 7.604721460253927e-07 	 1.0 	 0.027462429711800015 	 0.9961062300319489
6098 7.699012354120782e-07 	 1.0 	 0.02686931342167483 	 0.9959065495207667
6099 6.820202965765531e-07 	 1.0 	 0.027080474809297587 	 0.9960063897763578
6100 6.602324679130333e-07 	 1.0 	 0.02790961005846369 	 0.9956070287539937
6101 6.195284271224466e-07 	 1.0 	 0.02684304931547499 	 0.9959065495207667
6102 7.154772136152587e-07 	 1.0 	 0.026980398342653214 	 0.9959065495207667
6103 6.650426676689847e-07 	 1.0 	 0.027401192783189518 	 0.9958067092651757
6104 6.844308311912073e-07 	 1.0 	 0.026989042893887576 	 0.9960063897763578
6105 6.482523604788071e-07 	 1.0 	 0.026784482401975236 	 0.9960063897763578
6106 6.228965746741721e-07 	 1.0 	 0.02785177565753659 	 0.9959065495207667
6107 7.744806716074493e-07 	 1.0 	 0.02710443508314066 	 0.9958067092651757
6108 7.886108760953902e-07 	 1.0 	 0.02692651114806539 	 0.9960063897763578
6109 6.75999051561007e-07 	 1.0 	 0.027401391756052128 	 0.9959065495207667
6110 7.389310079258848e-07 	 1.0 	 0.027372474337881265 	 0.9960063897763578
6111 6.964397173662462e-07 	 1.0 	 0.027472066615607436 	 0.9959065495207667
6112 6.870221143428523e-07 	 1.0 	 0.028344900411117025 	 0.9960063897763578
6113 6.840972277956325e-07 	 1.0 	 0.027514685988494655 	 0.9960063897763578
6114 6.231827694629998e-07 	 1.0 	 0.02761644650009446 	 0.9958067092651757
6115 7.662795081061802e-07 	 1.0 	 0.027792964836400088 	 0.9960063897763578
6116 7.80446628100151e-07 	 1.0 	 0.02804426995352648 	 0.9956070287539937
6117 1.5218240224535862e-06 	 1.0 	 0.02723859807127818 	 0.9959065495207667
6118 6.990363901854835e-07 	 1.0 	 0.026995321465785163 	 0.9960063897763578
6119 7.568003803642398e-07 	 1.0 	 0.026944413882648198 	 0.9961062300319489
6120 6.385985866421606e-07 	 1.0 	 0.0268145700996716 	 0.9959065495207667
6121 6.689814617186585e-07 	 1.0 	 0.027481134693025107 	 0.9959065495207667
6122 6.805234920337e-07 	 1.0 	 0.027346759402033925 	 0.9959065495207667
6123 7.016323596894836e-07 	 1.0 	 0.02666957979661283 	 0.9960063897763578
6124 7.131601908993446e-07 	 1.0 	 0.027257714636626764 	 0.9958067092651757
6125 7.070521349366743e-07 	 1.0 	 0.02640536061987692 	 0.9961062300319489
6126 7.310617027570743e-07 	 1.0 	 0.026748563633932566 	 0.9960063897763578
6127 8.291349775305434e-07 	 1.0 	 0.027206429483869726 	 0.9958067092651757
6128 6.347676128352475e-07 	 1.0 	 0.026836886596539048 	 0.9960063897763578
6129 6.835414795816064e-07 	 1.0 	 0.02697988539227748 	 0.9956070287539937
6130 6.370163700368891e-07 	 1.0 	 0.026795957514667373 	 0.9959065495207667
6131 6.706610407223934e-07 	 1.0 	 0.02744767057262276 	 0.9960063897763578
6132 8.683680128109473e-07 	 1.0 	 0.026947357973569574 	 0.9961062300319489
6133 7.28147875645675e-07 	 1.0 	 0.026824559436830375 	 0.9958067092651757
6134 6.477180078933031e-07 	 1.0 	 0.02718886523590967 	 0.9959065495207667
6135 6.393617284950892e-07 	 1.0 	 0.027029915745005222 	 0.9959065495207667
6136 6.432748964698476e-07 	 1.0 	 0.027732665977809778 	 0.9958067092651757
6137 6.586432316093749e-07 	 1.0 	 0.0272254827684256 	 0.9961062300319489
6138 6.927401770919061e-07 	 1.0 	 0.027540934470879685 	 0.9958067092651757
6139 7.176346595244354e-07 	 1.0 	 0.027624839896534067 	 0.9958067092651757
6140 6.452954460782223e-07 	 1.0 	 0.02756343173804905 	 0.9958067092651757
6141 5.940291551587506e-07 	 1.0 	 0.02761515480807033 	 0.9961062300319489
6142 7.109304594855814e-07 	 1.0 	 0.02628684407638389 	 0.9961062300319489
6143 7.545395229527685e-07 	 1.0 	 0.026892256989688765 	 0.9960063897763578
6144 8.145501262939092e-07 	 1.0 	 0.026652228193445853 	 0.9961062300319489
6145 6.392129495007736e-07 	 1.0 	 0.026786033157986736 	 0.9959065495207667
6146 6.923284722680024e-07 	 1.0 	 0.02657266579353564 	 0.9960063897763578
6147 7.294805633102896e-07 	 1.0 	 0.027714072069697115 	 0.9960063897763578
6148 6.642241911360713e-07 	 1.0 	 0.027334918854254386 	 0.9957068690095847
6149 7.774445250217354e-07 	 1.0 	 0.02819091195326377 	 0.9956070287539937
6150 6.897292760004348e-07 	 1.0 	 0.026902753457645853 	 0.9960063897763578
6151 6.384896656570049e-07 	 1.0 	 0.0272228924690065 	 0.9960063897763578
6152 6.336607797838667e-07 	 1.0 	 0.027222741393998967 	 0.9961062300319489
6153 6.263052952265014e-07 	 1.0 	 0.026420299420094592 	 0.9960063897763578
6154 6.002446824871299e-07 	 1.0 	 0.027323370617002095 	 0.9958067092651757
6155 5.77579280178071e-07 	 1.0 	 0.027035911292005103 	 0.9959065495207667
6156 1.3260006208734864e-06 	 1.0 	 0.027211961806108652 	 0.9959065495207667
6157 6.840629799981456e-07 	 1.0 	 0.02719232332453514 	 0.9958067092651757
6158 6.813805408577878e-07 	 1.0 	 0.027200884033056906 	 0.9959065495207667
6159 7.411041090611548e-07 	 1.0 	 0.02783400618717443 	 0.9960063897763578
6160 6.056306615251117e-07 	 1.0 	 0.02659248656360653 	 0.9960063897763578
6161 6.016074983024566e-07 	 1.0 	 0.026930361889627344 	 0.9961062300319489
6162 7.94497307909694e-07 	 1.0 	 0.027316478504257162 	 0.9960063897763578
6163 6.282670257596124e-07 	 1.0 	 0.02734384590555864 	 0.9959065495207667
6164 7.244671870930119e-07 	 1.0 	 0.027250640508900043 	 0.9960063897763578
6165 6.068271276822657e-07 	 1.0 	 0.02685510102174106 	 0.9960063897763578
6166 6.546555581419966e-07 	 1.0 	 0.02772629278005733 	 0.9960063897763578
6167 6.191097949522373e-07 	 1.0 	 0.027599104532717782 	 0.9959065495207667
6168 7.406482292226713e-07 	 1.0 	 0.027159255761937957 	 0.9960063897763578
6169 6.446456964735603e-07 	 1.0 	 0.026871118520682805 	 0.9959065495207667
6170 7.819219570754398e-07 	 1.0 	 0.02682079556415324 	 0.9960063897763578
6171 6.850616578230984e-07 	 1.0 	 0.026880672896758676 	 0.9959065495207667
6172 6.049400141426986e-07 	 1.0 	 0.02728350342083345 	 0.9961062300319489
6173 6.542574070661544e-07 	 1.0 	 0.027640404485131168 	 0.9962060702875399
6174 6.347811136346593e-07 	 1.0 	 0.02734951261029775 	 0.9960063897763578
6175 6.403314672392924e-07 	 1.0 	 0.027168753796152183 	 0.9961062300319489
6176 8.322160605550266e-07 	 1.0 	 0.027642253821881353 	 0.9959065495207667
6177 1.986452928410358e-06 	 1.0 	 0.027005655567132723 	 0.9960063897763578
6178 6.534174600447784e-07 	 1.0 	 0.027750833289244808 	 0.9959065495207667
6179 6.691895917579416e-07 	 1.0 	 0.026983059841590596 	 0.9959065495207667
6180 7.745076784802052e-07 	 1.0 	 0.02645026931094623 	 0.9960063897763578
6181 6.620107630553207e-07 	 1.0 	 0.02765105930094294 	 0.9957068690095847
6182 7.077701754097631e-07 	 1.0 	 0.02621657796254504 	 0.9961062300319489
6183 6.66139764531124e-07 	 1.0 	 0.02646270329204569 	 0.9960063897763578
6184 7.558947796036364e-07 	 1.0 	 0.02775581423737616 	 0.9958067092651757
6185 7.190257262561772e-07 	 1.0 	 0.027059610674021205 	 0.9958067092651757
6186 6.594959505626718e-07 	 1.0 	 0.026922670907906593 	 0.9957068690095847
6187 6.956977409483045e-07 	 1.0 	 0.02779097452533267 	 0.9961062300319489
6188 6.361223755311585e-07 	 1.0 	 0.026122565512137364 	 0.9960063897763578
6189 5.788619814352103e-07 	 1.0 	 0.027249180934648298 	 0.9958067092651757
6190 9.600585909579706e-07 	 1.0 	 0.0264627164445217 	 0.9960063897763578
6191 6.006247992830538e-07 	 1.0 	 0.027331342132740577 	 0.9959065495207667
6192 7.395622471764796e-07 	 1.0 	 0.027521143280740613 	 0.9960063897763578
6193 7.453056772865807e-07 	 1.0 	 0.026773007748538236 	 0.9961062300319489
6194 6.513390742851754e-07 	 1.0 	 0.026477577222073695 	 0.9960063897763578
6195 6.830076026322729e-07 	 1.0 	 0.026687845215696827 	 0.9961062300319489
6196 6.065963656938322e-07 	 1.0 	 0.026939384003463095 	 0.9960063897763578
6197 7.080543056305544e-07 	 1.0 	 0.027466651207274984 	 0.9960063897763578
6198 6.51193010873925e-07 	 1.0 	 0.027001988062921117 	 0.9961062300319489
6199 7.043184065238961e-07 	 1.0 	 0.027630440529801462 	 0.9960063897763578
6200 6.341844455701562e-07 	 1.0 	 0.02758499239966228 	 0.9958067092651757
6201 6.441077423529862e-07 	 1.0 	 0.02723184314118086 	 0.9960063897763578
6202 7.614724941788608e-07 	 1.0 	 0.026647756069161962 	 0.9958067092651757
6203 6.019181366374937e-07 	 1.0 	 0.026826331452278338 	 0.9958067092651757
6204 7.335758297405449e-07 	 1.0 	 0.027541263246456296 	 0.9956070287539937
6205 5.507301265154751e-07 	 1.0 	 0.026517249925609783 	 0.9959065495207667
6206 6.43623235816051e-07 	 1.0 	 0.027384477784968605 	 0.9960063897763578
6207 5.90602526192896e-07 	 1.0 	 0.027744361985322343 	 0.9957068690095847
6208 6.68126567191365e-07 	 1.0 	 0.02774572504033006 	 0.9959065495207667
6209 5.970815356269555e-07 	 1.0 	 0.02749511443880414 	 0.9959065495207667
6210 7.209075637852891e-07 	 1.0 	 0.027529067875875127 	 0.9959065495207667
6211 2.0909898917902583e-06 	 1.0 	 0.02718379033085381 	 0.9961062300319489
6212 6.305785854063117e-07 	 1.0 	 0.026575566068345012 	 0.9962060702875399
6213 6.583641166403709e-07 	 1.0 	 0.026343535019772994 	 0.9960063897763578
6214 6.66304782705538e-07 	 1.0 	 0.026694440276918082 	 0.9959065495207667
6215 2.984062935907161e-06 	 1.0 	 0.027596365431371034 	 0.9959065495207667
6216 7.516055360326846e-07 	 1.0 	 0.026763063643739406 	 0.9957068690095847
6217 6.545416695665551e-07 	 1.0 	 0.02711740079018519 	 0.9960063897763578
6218 6.776926358953972e-07 	 1.0 	 0.02678903571418294 	 0.9956070287539937
6219 7.19390412024552e-07 	 1.0 	 0.027095713724710015 	 0.9959065495207667
6220 7.124990859843194e-07 	 1.0 	 0.027355475889485316 	 0.9960063897763578
6221 6.846710397009303e-07 	 1.0 	 0.026886070151385544 	 0.9958067092651757
6222 6.526654091105399e-07 	 1.0 	 0.026658730257440907 	 0.9960063897763578
6223 6.271646759299188e-07 	 1.0 	 0.02702185934758421 	 0.9959065495207667
6224 6.334776676513343e-07 	 1.0 	 0.027392404728387765 	 0.9962060702875399
6225 7.285981793603468e-07 	 1.0 	 0.026921949649960232 	 0.9960063897763578
6226 6.218137466045448e-07 	 1.0 	 0.026264879460906606 	 0.9959065495207667
6227 6.500466565178443e-07 	 1.0 	 0.027350727924317312 	 0.9958067092651757
6228 6.466276524518832e-07 	 1.0 	 0.027186921214106968 	 0.9955071884984026
6229 7.951973845359817e-07 	 1.0 	 0.026957152743694684 	 0.9959065495207667
6230 6.799152335170788e-07 	 1.0 	 0.02774830562512724 	 0.9961062300319489
6231 6.056640313362038e-07 	 1.0 	 0.027752968853008847 	 0.9958067092651757
6232 7.745569075837011e-07 	 1.0 	 0.027295458409152214 	 0.9960063897763578
6233 6.359142322814648e-07 	 1.0 	 0.02672209012928273 	 0.9960063897763578
6234 6.076201676022208e-07 	 1.0 	 0.026937479872501984 	 0.9959065495207667
6235 5.800705521365046e-07 	 1.0 	 0.02746215390990164 	 0.9958067092651757
6236 8.208148629860545e-07 	 1.0 	 0.026883309426917187 	 0.9959065495207667
6237 6.471381093885498e-07 	 1.0 	 0.027382171623807437 	 0.9959065495207667
6238 7.367244032585063e-07 	 1.0 	 0.02705172902984801 	 0.9956070287539937
6239 6.498881350299257e-07 	 1.0 	 0.026646897423537333 	 0.9957068690095847
6240 9.183891190048143e-07 	 1.0 	 0.026778773383163434 	 0.9959065495207667
6241 6.709550140617182e-07 	 1.0 	 0.02715872368848668 	 0.9960063897763578
6242 6.318952689682078e-07 	 1.0 	 0.02737051432737329 	 0.9960063897763578
6243 1.0025106483622891e-06 	 1.0 	 0.027021762600039318 	 0.9957068690095847
6244 7.483701637171691e-07 	 1.0 	 0.02680452902570829 	 0.9962060702875399
6245 6.282402470662874e-07 	 1.0 	 0.02681885119771219 	 0.9959065495207667
6246 1.0038533166024876e-06 	 1.0 	 0.0271674790254249 	 0.9958067092651757
6247 6.617360875209499e-07 	 1.0 	 0.02757290625466548 	 0.9960063897763578
6248 8.69278234077342e-07 	 1.0 	 0.02673290492118308 	 0.9957068690095847
6249 6.496959176743644e-07 	 1.0 	 0.026905768941987603 	 0.9957068690095847
6250 6.320116336605963e-07 	 1.0 	 0.02702062072500401 	 0.9959065495207667
6251 6.626375353252456e-07 	 1.0 	 0.026650188718771978 	 0.9961062300319489
6252 6.037854905711981e-07 	 1.0 	 0.02678598353841888 	 0.9961062300319489
6253 6.601748866002311e-07 	 1.0 	 0.027429982703780782 	 0.9959065495207667
6254 6.612190670220741e-07 	 1.0 	 0.02706508811482034 	 0.9961062300319489
6255 6.864871754051194e-07 	 1.0 	 0.02769540181883774 	 0.9956070287539937
6256 6.623695442429778e-07 	 1.0 	 0.026641425273402384 	 0.9960063897763578
6257 6.578604542924893e-07 	 1.0 	 0.02731212220775915 	 0.9960063897763578
6258 6.155645246403197e-07 	 1.0 	 0.0271410133381689 	 0.9961062300319489
6259 5.879920029435937e-07 	 1.0 	 0.026901035159219516 	 0.9960063897763578
6260 6.106883736146074e-07 	 1.0 	 0.027636952680641157 	 0.9958067092651757
6261 6.62571855307732e-07 	 1.0 	 0.02666457289028854 	 0.9959065495207667
6262 6.403796323810695e-07 	 1.0 	 0.027378214744785623 	 0.9958067092651757
6263 9.298674639930482e-07 	 1.0 	 0.027220677424848034 	 0.9957068690095847
6264 5.971664958801171e-07 	 1.0 	 0.02742264110201798 	 0.9961062300319489
6265 1.3311245190388377e-06 	 1.0 	 0.02733338583746554 	 0.9957068690095847
6266 6.53280476975624e-07 	 1.0 	 0.02804532250027461 	 0.9957068690095847
6267 6.513763261777683e-07 	 1.0 	 0.02697061708279236 	 0.9956070287539937
6268 7.301613205905255e-07 	 1.0 	 0.026375881911254305 	 0.9960063897763578
6269 6.832533001332309e-07 	 1.0 	 0.028591654010933176 	 0.9959065495207667
6270 6.023253312571341e-07 	 1.0 	 0.027321333084380416 	 0.9957068690095847
6271 6.695958461594387e-07 	 1.0 	 0.026854990599598377 	 0.9960063897763578
6272 2.0523596576974513e-06 	 1.0 	 0.028382125526063652 	 0.9956070287539937
6273 8.322183121575222e-07 	 1.0 	 0.0279946332117777 	 0.9956070287539937
6274 8.665936986974998e-07 	 1.0 	 0.026529731601944335 	 0.9960063897763578
6275 7.054940123488507e-07 	 1.0 	 0.026882755790677663 	 0.9960063897763578
6276 6.628360064664207e-07 	 1.0 	 0.0278402396690569 	 0.9959065495207667
6277 6.770040135792499e-07 	 1.0 	 0.027785116455332142 	 0.9957068690095847
6278 6.311228615925302e-07 	 1.0 	 0.027288125523243698 	 0.9956070287539937
6279 6.891932587778627e-07 	 1.0 	 0.028267726666154267 	 0.9958067092651757
6280 6.833449751160004e-07 	 1.0 	 0.02739443558096789 	 0.9958067092651757
6281 6.623023725485666e-07 	 1.0 	 0.027036047474033622 	 0.9960063897763578
6282 7.04368456549247e-07 	 1.0 	 0.02705269075301929 	 0.9960063897763578
6283 6.954552074920173e-07 	 1.0 	 0.026561406983306106 	 0.9960063897763578
6284 7.471962886616268e-07 	 1.0 	 0.027888028589901 	 0.9958067092651757
6285 6.843690051326234e-07 	 1.0 	 0.027548478576444473 	 0.9958067092651757
6286 7.012127478694196e-07 	 1.0 	 0.027014908187877714 	 0.9959065495207667
6287 6.168200149566871e-07 	 1.0 	 0.02745410638498191 	 0.9961062300319489
6288 6.294251530361805e-07 	 1.0 	 0.028074924572346307 	 0.9958067092651757
6289 5.913490291393941e-07 	 1.0 	 0.027485787884683435 	 0.9958067092651757
6290 7.596759941392861e-07 	 1.0 	 0.027892056986587227 	 0.9959065495207667
6291 6.521379049570441e-07 	 1.0 	 0.028043404358405237 	 0.9958067092651757
6292 7.446464897756755e-07 	 1.0 	 0.027792632306463522 	 0.9960063897763578
6293 6.792342525396578e-07 	 1.0 	 0.027117169475161917 	 0.9960063897763578
6294 6.336620193174269e-07 	 1.0 	 0.02830173480353296 	 0.9958067092651757
6295 8.655171521843386e-07 	 1.0 	 0.028074036606487062 	 0.9960063897763578
6296 5.862375847610224e-07 	 1.0 	 0.027593602765420316 	 0.9959065495207667
6297 6.668410750465625e-07 	 1.0 	 0.027846806515378884 	 0.9958067092651757
6298 6.226135516263298e-07 	 1.0 	 0.027547710881756494 	 0.9959065495207667
6299 5.430700740507177e-07 	 1.0 	 0.027547202813607657 	 0.9958067092651757
6300 6.488771917722147e-07 	 1.0 	 0.028104771059494795 	 0.9959065495207667
6301 6.239715456281658e-07 	 1.0 	 0.027864421781741762 	 0.9958067092651757
6302 6.114769601268222e-07 	 1.0 	 0.0274293862718448 	 0.9960063897763578
6303 5.631688276076829e-07 	 1.0 	 0.027150486992229113 	 0.9960063897763578
6304 5.836326020492777e-07 	 1.0 	 0.026786098432383446 	 0.9959065495207667
6305 5.728917770679231e-07 	 1.0 	 0.02779112359612887 	 0.9958067092651757
6306 1.1306510651162683e-06 	 1.0 	 0.027594573668417676 	 0.9958067092651757
6307 5.500411438127628e-07 	 1.0 	 0.02647769991817955 	 0.9959065495207667
6308 6.626461439803677e-07 	 1.0 	 0.026817101527491855 	 0.9958067092651757
6309 6.963688798970225e-07 	 1.0 	 0.026902060976504695 	 0.9959065495207667
6310 6.583294177212906e-07 	 1.0 	 0.027960193830596575 	 0.9959065495207667
6311 5.80127164225388e-07 	 1.0 	 0.026811741863300927 	 0.9960063897763578
6312 5.995956977213268e-07 	 1.0 	 0.027855764696456717 	 0.9960063897763578
6313 6.607040714854406e-07 	 1.0 	 0.0271291759595428 	 0.9959065495207667
6314 7.020185461898621e-07 	 1.0 	 0.02684716533876526 	 0.9959065495207667
6315 5.676042365369938e-07 	 1.0 	 0.02749450565817703 	 0.9957068690095847
