1859 7.864813342737875e-07 	 1.0 	 0.027221118741717988 	 0.9961062300319489
1860 7.927137714258948e-07 	 1.0 	 0.026299107528670176 	 0.9966054313099042
1861 1.073318290667089e-06 	 1.0 	 0.027840668090298393 	 0.9961062300319489
1862 8.889375310707237e-07 	 1.0 	 0.027454692393890544 	 0.9961062300319489
1863 2.5120830376206984e-06 	 1.0 	 0.02654890889723596 	 0.9965055910543131
1864 8.465247177289825e-07 	 1.0 	 0.026567801610327478 	 0.9962060702875399
1865 8.185771403175579e-07 	 1.0 	 0.025800241673357552 	 0.996305910543131
1866 7.701022360480181e-07 	 1.0 	 0.026630784316991778 	 0.9960063897763578
1867 8.287340748864836e-07 	 1.0 	 0.02610600828374316 	 0.9965055910543131
1868 1.0900869186983187e-06 	 1.0 	 0.026439785113464172 	 0.9964057507987221
1869 7.821804072227678e-07 	 1.0 	 0.025674056439100524 	 0.996305910543131
1870 8.65114158234661e-07 	 1.0 	 0.025227055925184518 	 0.996305910543131
1871 9.044591883262854e-07 	 1.0 	 0.02725492473854442 	 0.996305910543131
1872 8.88445355246148e-07 	 1.0 	 0.02607126297553879 	 0.996305910543131
1873 8.64465925022131e-07 	 1.0 	 0.026127119637046364 	 0.9961062300319489
1874 8.678027258147836e-07 	 1.0 	 0.025774231136167 	 0.9965055910543131
1875 8.787040228185105e-07 	 1.0 	 0.02439164061814701 	 0.9966054313099042
1876 8.988599570308508e-07 	 1.0 	 0.027806367161393286 	 0.9960063897763578
1877 1.0158186030706418e-06 	 1.0 	 0.02587648662393491 	 0.9964057507987221
1878 1.3869908322371315e-06 	 1.0 	 0.02620083986542656 	 0.9960063897763578
1879 7.807608737638816e-07 	 1.0 	 0.026221620163778974 	 0.9964057507987221
1880 1.276002802495526e-06 	 1.0 	 0.02660792605718882 	 0.9961062300319489
1881 8.693327949582396e-07 	 1.0 	 0.026081076016734917 	 0.9965055910543131
1882 9.191281553458452e-07 	 1.0 	 0.025534939406365136 	 0.9964057507987221
1883 1.0712091707596016e-06 	 1.0 	 0.025481535987530606 	 0.9965055910543131
1884 8.44859896651684e-07 	 1.0 	 0.0261571501859662 	 0.996305910543131
1885 8.744778374284579e-07 	 1.0 	 0.026089125545006333 	 0.9964057507987221
1886 9.378671909944103e-07 	 1.0 	 0.026142814035293137 	 0.996305910543131
1887 1.0651575333525897e-06 	 1.0 	 0.025734731458614903 	 0.996305910543131
1888 7.912300094160685e-07 	 1.0 	 0.025972836617841853 	 0.996305910543131
1889 9.833085097844218e-07 	 1.0 	 0.02744955780215966 	 0.9962060702875399
1890 7.413800309953445e-07 	 1.0 	 0.02548522630658354 	 0.9966054313099042
1891 1.7387395394317195e-06 	 1.0 	 0.02656359102819913 	 0.9961062300319489
1892 9.423786369841025e-07 	 1.0 	 0.02613027190223019 	 0.996305910543131
1893 8.2775964637122e-07 	 1.0 	 0.02593485988004275 	 0.9965055910543131
1894 8.9593751684788e-07 	 1.0 	 0.025874887584400978 	 0.996305910543131
1895 8.25038216525229e-07 	 1.0 	 0.025388070035285842 	 0.9964057507987221
1896 1.1917667984366175e-06 	 1.0 	 0.02529033878081427 	 0.9964057507987221
1897 7.917457615282331e-07 	 1.0 	 0.027621665327965318 	 0.9961062300319489
1898 8.90323913944826e-07 	 1.0 	 0.026557327683290655 	 0.9962060702875399
1899 9.896560855132463e-07 	 1.0 	 0.02669088997807706 	 0.9962060702875399
1900 8.821048093840034e-07 	 1.0 	 0.026102962186427454 	 0.9962060702875399
1901 7.587342219198945e-07 	 1.0 	 0.02627741688048118 	 0.9961062300319489
1902 1.0548921345646534e-06 	 1.0 	 0.02602992868720511 	 0.9964057507987221
1903 8.406236888265539e-07 	 1.0 	 0.02599865629321677 	 0.996305910543131
1904 1.0605533155899138e-06 	 1.0 	 0.025632116173825083 	 0.9964057507987221
1905 9.758179649109877e-07 	 1.0 	 0.027362956598644426 	 0.9961062300319489
1906 8.137279555435839e-07 	 1.0 	 0.027556336047582317 	 0.9960063897763578
1907 8.60306151361101e-07 	 1.0 	 0.025559590968088488 	 0.996305910543131
1908 1.1252078286847222e-06 	 1.0 	 0.027104054828646192 	 0.9964057507987221
1909 7.702015202697509e-07 	 1.0 	 0.026329616814331835 	 0.9962060702875399
1910 1.126568201624849e-06 	 1.0 	 0.026697310790501493 	 0.9962060702875399
1911 9.386696248610349e-07 	 1.0 	 0.02596466142658031 	 0.9961062300319489
1912 9.545023489732785e-07 	 1.0 	 0.025884528360816512 	 0.9964057507987221
1913 1.2310640140891848e-06 	 1.0 	 0.02678030791837832 	 0.9961062300319489
1914 1.0393013693055764e-06 	 1.0 	 0.02689471356473648 	 0.996305910543131
1915 8.918011666911241e-07 	 1.0 	 0.028073172238844698 	 0.9960063897763578
1916 8.439099730603062e-07 	 1.0 	 0.025718102336049323 	 0.996305910543131
1917 1.2717339936115478e-06 	 1.0 	 0.027087850484165697 	 0.9962060702875399
1918 9.009623996155369e-07 	 1.0 	 0.02718647169254448 	 0.9964057507987221
1919 8.775405720825802e-07 	 1.0 	 0.027856389665830872 	 0.9961062300319489
1920 9.758333133601127e-07 	 1.0 	 0.026246416266209566 	 0.9964057507987221
1921 7.877517275217372e-07 	 1.0 	 0.026945178604127228 	 0.9960063897763578
1922 9.287806515243347e-07 	 1.0 	 0.026180992023164634 	 0.9962060702875399
1923 1.7354979008283067e-06 	 1.0 	 0.025003543702764332 	 0.9965055910543131
1924 9.231954121209185e-07 	 1.0 	 0.025547276839285663 	 0.9965055910543131
1925 8.894753549671463e-07 	 1.0 	 0.0275758471428822 	 0.996305910543131
1926 9.197874335424671e-07 	 1.0 	 0.02694540442312971 	 0.9964057507987221
1927 9.433275705210065e-07 	 1.0 	 0.02638081533617568 	 0.996305910543131
1928 1.042174654649699e-06 	 1.0 	 0.02604056750633149 	 0.996305910543131
1929 8.077264699690545e-07 	 1.0 	 0.026152861832908995 	 0.996305910543131
1930 9.529937747730343e-07 	 1.0 	 0.025489008026948777 	 0.9962060702875399
1931 9.036188668339661e-07 	 1.0 	 0.02558578426338512 	 0.9964057507987221
1932 1.0750450150112556e-06 	 1.0 	 0.025324457342767337 	 0.996305910543131
1933 8.475442838340541e-07 	 1.0 	 0.025736707001100617 	 0.9965055910543131
1934 8.966301444549174e-07 	 1.0 	 0.027432980359302805 	 0.9960063897763578
1935 8.804496229639369e-07 	 1.0 	 0.025617308749725284 	 0.9964057507987221
1936 7.988162194412496e-07 	 1.0 	 0.02554104017209231 	 0.9965055910543131
1937 8.624761011162718e-07 	 1.0 	 0.025985558743689838 	 0.9964057507987221
1938 8.006918702739085e-07 	 1.0 	 0.02616890537263043 	 0.996305910543131
1939 8.295241976253465e-07 	 1.0 	 0.02637926788634836 	 0.9961062300319489
1940 9.464219535220763e-07 	 1.0 	 0.026470895392478575 	 0.9961062300319489
1941 9.245382719274176e-07 	 1.0 	 0.024785446554543403 	 0.9964057507987221
1942 7.972545084555804e-07 	 1.0 	 0.02548958306131356 	 0.996305910543131
1943 8.699060196614994e-07 	 1.0 	 0.025450101972820254 	 0.9962060702875399
1944 7.699730988289843e-07 	 1.0 	 0.02506664886513941 	 0.9965055910543131
1945 8.314574481404691e-07 	 1.0 	 0.026120203106926445 	 0.996305910543131
1946 9.62045278386654e-07 	 1.0 	 0.025247746996196 	 0.9962060702875399
1947 7.66633652162767e-07 	 1.0 	 0.025656821285303038 	 0.996305910543131
1948 8.70156198263743e-07 	 1.0 	 0.026472986429832295 	 0.9962060702875399
1949 9.994666200688584e-07 	 1.0 	 0.02505061248133508 	 0.9962060702875399
1950 8.432898518111642e-07 	 1.0 	 0.025705512653673837 	 0.9962060702875399
1951 9.648942796324888e-07 	 1.0 	 0.02735704723542042 	 0.996305910543131
1952 8.072015412889755e-07 	 1.0 	 0.02681484846449483 	 0.9962060702875399
1953 8.523937147853644e-07 	 1.0 	 0.02644311239990943 	 0.996305910543131
1954 7.794789769951649e-07 	 1.0 	 0.025941719795304165 	 0.9965055910543131
1955 8.558708309497831e-07 	 1.0 	 0.027319318501194553 	 0.9961062300319489
1956 1.2212908266299393e-06 	 1.0 	 0.026365694320641446 	 0.9962060702875399
1957 8.492363677409287e-07 	 1.0 	 0.02559387526184591 	 0.996305910543131
1958 1.016217256077141e-06 	 1.0 	 0.025898410299781897 	 0.9962060702875399
1959 8.31511118524162e-07 	 1.0 	 0.027326589349971273 	 0.9959065495207667
1960 8.073325909347772e-07 	 1.0 	 0.025666140611782528 	 0.996305910543131
1961 7.937247172841922e-07 	 1.0 	 0.026258440472601202 	 0.996305910543131
1962 8.275060304912074e-07 	 1.0 	 0.025845707833932075 	 0.9964057507987221
1963 1.2485319275347705e-06 	 1.0 	 0.026355808842309546 	 0.996305910543131
1964 7.180675646777957e-07 	 1.0 	 0.025839441031498545 	 0.9965055910543131
1965 6.694685715680749e-07 	 1.0 	 0.026665011325439313 	 0.9964057507987221
1966 8.831842324937611e-07 	 1.0 	 0.02621925330336293 	 0.996305910543131
1967 8.232093594425294e-07 	 1.0 	 0.025351295132634354 	 0.9964057507987221
1968 7.644509212039452e-07 	 1.0 	 0.025602787715976204 	 0.9965055910543131
1969 9.188384605212719e-07 	 1.0 	 0.026410496122754108 	 0.996305910543131
1970 2.056226689839775e-06 	 1.0 	 0.025937328531291253 	 0.996305910543131
1971 8.510557566985711e-07 	 1.0 	 0.027012531864143968 	 0.9961062300319489
1972 8.964724751653818e-07 	 1.0 	 0.026261715213253975 	 0.9962060702875399
1973 9.718864084368306e-07 	 1.0 	 0.025877275380348147 	 0.9961062300319489
1974 9.23279248195854e-07 	 1.0 	 0.026761486456778106 	 0.9964057507987221
1975 7.925724010057422e-07 	 1.0 	 0.025507779109295928 	 0.9964057507987221
1976 8.697077830288436e-07 	 1.0 	 0.025865775630824654 	 0.9962060702875399
1977 7.387657445346463e-07 	 1.0 	 0.025498247492465882 	 0.9962060702875399
1978 8.167760280473147e-07 	 1.0 	 0.025474562844504497 	 0.9962060702875399
1979 9.251391042502632e-07 	 1.0 	 0.025686169619586547 	 0.9961062300319489
1980 1.647722792338442e-06 	 1.0 	 0.025719705380091256 	 0.9960063897763578
1981 7.854919723118314e-07 	 1.0 	 0.026430531633419418 	 0.9962060702875399
1982 9.509395653179809e-07 	 1.0 	 0.02575236600625281 	 0.9961062300319489
1983 1.3332107691968532e-06 	 1.0 	 0.026114870954539755 	 0.9962060702875399
1984 7.704423004649641e-07 	 1.0 	 0.025379218958537893 	 0.996305910543131
1985 8.31723346181974e-07 	 1.0 	 0.026346231873241442 	 0.9960063897763578
1986 8.760345032385431e-07 	 1.0 	 0.024756608722939652 	 0.9965055910543131
1987 9.68789737014646e-07 	 1.0 	 0.026782157815406528 	 0.9961062300319489
1988 8.217689733120892e-07 	 1.0 	 0.026005242200837123 	 0.9964057507987221
1989 7.483225033629992e-07 	 1.0 	 0.025142815720806424 	 0.9965055910543131
1990 7.874671314088744e-07 	 1.0 	 0.02589105803141071 	 0.996305910543131
1991 8.160792134371775e-07 	 1.0 	 0.025822485663057237 	 0.9964057507987221
1992 1.1129600014123753e-06 	 1.0 	 0.02576629879845674 	 0.996305910543131
1993 9.616686605779988e-07 	 1.0 	 0.02726991399873328 	 0.9961062300319489
1994 8.824770680143956e-07 	 1.0 	 0.025768089807425343 	 0.996305910543131
1995 8.915156719437789e-07 	 1.0 	 0.025799768876721568 	 0.9961062300319489
1996 8.450687489866482e-07 	 1.0 	 0.02678097845723565 	 0.9962060702875399
1997 9.114269768431882e-07 	 1.0 	 0.025017166600399904 	 0.9962060702875399
1998 8.261468256586113e-07 	 1.0 	 0.025870657233579192 	 0.9964057507987221
1999 9.851893807508815e-07 	 1.0 	 0.02598713944500041 	 0.9961062300319489
2000 8.696014059945866e-07 	 1.0 	 0.026579220591957015 	 0.996305910543131
2001 7.862752958611452e-07 	 1.0 	 0.02610776303979303 	 0.9964057507987221
2002 7.851652523841324e-07 	 1.0 	 0.02575334691294418 	 0.996305910543131
2003 7.94408038211003e-07 	 1.0 	 0.025600527065646875 	 0.996305910543131
2004 8.625496698935819e-07 	 1.0 	 0.026646270005088898 	 0.996305910543131
2005 9.08386286485836e-07 	 1.0 	 0.02627636951305755 	 0.9964057507987221
2006 8.21073786241584e-07 	 1.0 	 0.026182480696125016 	 0.996305910543131
2007 8.227395875218235e-07 	 1.0 	 0.026045184181565862 	 0.996305910543131
2008 1.4565468103722878e-06 	 1.0 	 0.02523352419670032 	 0.9964057507987221
2009 7.465801612721634e-07 	 1.0 	 0.02683518531418485 	 0.9964057507987221
2010 7.933247436261582e-07 	 1.0 	 0.02631871700813194 	 0.9964057507987221
2011 7.852941683863435e-07 	 1.0 	 0.02589292977704929 	 0.996305910543131
2012 7.588148627638703e-07 	 1.0 	 0.027160027810670288 	 0.996305910543131
2013 1.1492017945326438e-06 	 1.0 	 0.025732963557700658 	 0.996305910543131
2014 8.145745281360917e-07 	 1.0 	 0.025772540641429812 	 0.9962060702875399
2015 7.677622311585708e-07 	 1.0 	 0.025895477989932733 	 0.9964057507987221
2016 9.151727793168618e-07 	 1.0 	 0.026836370458349874 	 0.9962060702875399
2017 7.815477554198936e-07 	 1.0 	 0.027505216509606894 	 0.996305910543131
2018 9.108259756877146e-07 	 1.0 	 0.026070929911992537 	 0.9962060702875399
2019 7.826930144355515e-07 	 1.0 	 0.026015472403958052 	 0.9965055910543131
2020 7.531988611876273e-07 	 1.0 	 0.026899011702978808 	 0.9962060702875399
2021 7.640816727811739e-07 	 1.0 	 0.025588171969525963 	 0.996305910543131
2022 8.669854523482456e-07 	 1.0 	 0.02681566845994656 	 0.9958067092651757
2023 8.577449257479941e-07 	 1.0 	 0.026409591467802893 	 0.996305910543131
2024 7.846040578745317e-07 	 1.0 	 0.026324313980631828 	 0.9962060702875399
2025 8.380149055902564e-07 	 1.0 	 0.025211054277162102 	 0.996305910543131
2026 7.734341416777113e-07 	 1.0 	 0.02618472878312843 	 0.9962060702875399
2027 1.3412942752103162e-06 	 1.0 	 0.02583401382012594 	 0.9961062300319489
2028 8.309424945642263e-07 	 1.0 	 0.025568137530499774 	 0.9964057507987221
2029 7.728046317764382e-07 	 1.0 	 0.027212929681494843 	 0.9962060702875399
2030 1.1345884768427084e-06 	 1.0 	 0.025952851836715647 	 0.996305910543131
2031 3.373674266800606e-06 	 1.0 	 0.02695447792672072 	 0.9961062300319489
2032 3.251161987209912e-06 	 1.0 	 0.02610103087585533 	 0.9964057507987221
2033 9.509750957819563e-07 	 1.0 	 0.025611773908798298 	 0.9964057507987221
2034 1.2102117017366254e-06 	 1.0 	 0.026247700444761258 	 0.9962060702875399
2035 1.071726583663235e-06 	 1.0 	 0.02505123544287378 	 0.9965055910543131
2036 1.1968392113539039e-06 	 1.0 	 0.026415174496688443 	 0.9962060702875399
2037 1.0032032966344674e-06 	 1.0 	 0.025460948854156187 	 0.9964057507987221
2038 8.865513781110223e-07 	 1.0 	 0.025525844406572788 	 0.9962060702875399
2039 8.430089283262987e-07 	 1.0 	 0.02570549869445321 	 0.996305910543131
2040 7.512790348545195e-07 	 1.0 	 0.026735081060058296 	 0.9959065495207667
2041 7.371021031336511e-07 	 1.0 	 0.0256890136240464 	 0.996305910543131
2042 8.149836077387818e-07 	 1.0 	 0.025676258808243178 	 0.9962060702875399
2043 8.056199899351668e-07 	 1.0 	 0.026030193186171537 	 0.9961062300319489
2044 8.535289821512038e-07 	 1.0 	 0.026109489017311416 	 0.9964057507987221
2045 7.725411454310916e-07 	 1.0 	 0.025793542723736147 	 0.9964057507987221
2046 8.560171614257683e-07 	 1.0 	 0.026013790997739393 	 0.9961062300319489
2047 8.490107169878059e-07 	 1.0 	 0.02603034000366464 	 0.9964057507987221
2048 9.870232266010247e-07 	 1.0 	 0.02595462303626971 	 0.9964057507987221
2049 9.828386305662207e-07 	 1.0 	 0.02690345575617985 	 0.9962060702875399
2050 8.522668974842418e-07 	 1.0 	 0.02596118419228323 	 0.996305910543131
2051 8.903085740803363e-07 	 1.0 	 0.026131428569832645 	 0.9964057507987221
2052 9.755567150907041e-07 	 1.0 	 0.026140713056170172 	 0.9964057507987221
2053 8.134550049801703e-07 	 1.0 	 0.026840739472241422 	 0.996305910543131
2054 8.313767852904163e-07 	 1.0 	 0.025846632362977028 	 0.9961062300319489
2055 9.282675817955521e-07 	 1.0 	 0.025548015473570558 	 0.9962060702875399
2056 8.579809059082777e-07 	 1.0 	 0.027137933184133246 	 0.996305910543131
2057 8.275330494140576e-07 	 1.0 	 0.024644128673502515 	 0.9966054313099042
2058 7.897561058328506e-07 	 1.0 	 0.02551113875177277 	 0.9961062300319489
2059 8.72890882919819e-07 	 1.0 	 0.02515051540336312 	 0.9965055910543131
2060 8.527435154019258e-07 	 1.0 	 0.024847175017706294 	 0.996305910543131
2061 8.468860333178441e-07 	 1.0 	 0.025304712460607053 	 0.996305910543131
2062 7.626532612749771e-07 	 1.0 	 0.026830283507726132 	 0.996305910543131
2063 1.0866896859783991e-06 	 1.0 	 0.026323250833679163 	 0.9965055910543131
2064 9.814922609336918e-07 	 1.0 	 0.025885991119758686 	 0.9962060702875399
2065 8.593247206147226e-07 	 1.0 	 0.025344953877832196 	 0.9962060702875399
2066 7.715341148563936e-07 	 1.0 	 0.026829371381632997 	 0.9961062300319489
2067 8.299187860851021e-07 	 1.0 	 0.02563607328966972 	 0.9964057507987221
2068 7.589519404294264e-07 	 1.0 	 0.025053072572886127 	 0.9962060702875399
2069 7.355838306813211e-07 	 1.0 	 0.026049780164373655 	 0.996305910543131
2070 8.159206762138638e-07 	 1.0 	 0.026030397004957028 	 0.9960063897763578
2071 9.382098099119673e-07 	 1.0 	 0.025826489002226574 	 0.996305910543131
2072 9.881553969194101e-07 	 1.0 	 0.026100942610779054 	 0.9962060702875399
2073 7.718751376380339e-07 	 1.0 	 0.02573760789032085 	 0.9964057507987221
2074 7.767880263901361e-07 	 1.0 	 0.02667326004099541 	 0.9959065495207667
2075 9.419576803989571e-07 	 1.0 	 0.026599126641339628 	 0.9962060702875399
2076 1.1455969427692025e-06 	 1.0 	 0.025538007970544695 	 0.9961062300319489
2077 8.150894411869558e-07 	 1.0 	 0.026080067704736865 	 0.996305910543131
2078 7.294654178386395e-07 	 1.0 	 0.026978492388769988 	 0.9959065495207667
2079 7.736659479222397e-07 	 1.0 	 0.026368291690196458 	 0.996305910543131
2080 9.711000658509761e-07 	 1.0 	 0.02632768376496783 	 0.9962060702875399
2081 8.76374231677346e-07 	 1.0 	 0.025358294265012554 	 0.9964057507987221
2082 8.000550567139442e-07 	 1.0 	 0.025872935667173483 	 0.996305910543131
2083 7.566450859825124e-07 	 1.0 	 0.026653360892475143 	 0.9961062300319489
2084 7.576676471852295e-07 	 1.0 	 0.026917121246219304 	 0.9961062300319489
2085 7.988825932001476e-07 	 1.0 	 0.026640672799390044 	 0.9961062300319489
2086 8.05387683762575e-07 	 1.0 	 0.027187897850886492 	 0.9959065495207667
2087 1.0592190012313551e-06 	 1.0 	 0.025515115528776767 	 0.9964057507987221
2088 8.295182384109978e-07 	 1.0 	 0.02615118604692557 	 0.996305910543131
2089 6.873264530497636e-07 	 1.0 	 0.02595483050573113 	 0.9961062300319489
2090 9.239222697547689e-07 	 1.0 	 0.026419435725003104 	 0.996305910543131
2091 7.644199351095437e-07 	 1.0 	 0.026688551248119582 	 0.9961062300319489
2092 6.945027660685809e-07 	 1.0 	 0.02624309406879834 	 0.9961062300319489
2093 7.889614988687299e-07 	 1.0 	 0.02586401981571614 	 0.996305910543131
2094 8.317713208910505e-07 	 1.0 	 0.026382960350905954 	 0.9962060702875399
2095 8.519842791257304e-07 	 1.0 	 0.02573551532237008 	 0.9962060702875399
2096 1.1158837998922878e-06 	 1.0 	 0.025456065925168556 	 0.9962060702875399
2097 7.768524134918664e-07 	 1.0 	 0.026168659001719323 	 0.9964057507987221
2098 8.919077894839233e-07 	 1.0 	 0.025484936857801208 	 0.9959065495207667
2099 8.426672605068574e-07 	 1.0 	 0.02528492508218774 	 0.996305910543131
2100 8.793722332595167e-07 	 1.0 	 0.026603347216480232 	 0.9961062300319489
2101 7.350181701961844e-07 	 1.0 	 0.026377043908180537 	 0.9965055910543131
2102 8.255256857192705e-07 	 1.0 	 0.02596749880289541 	 0.996305910543131
2103 7.769909654913931e-07 	 1.0 	 0.02584372568415641 	 0.9961062300319489
2104 1.214853288681894e-06 	 1.0 	 0.0271227159721211 	 0.996305910543131
2105 7.067892969040201e-07 	 1.0 	 0.02702034316037224 	 0.996305910543131
2106 7.588434591899329e-07 	 1.0 	 0.02631791515066077 	 0.996305910543131
2107 7.347931205963221e-07 	 1.0 	 0.02637570634546463 	 0.9962060702875399
2108 7.962861011695566e-07 	 1.0 	 0.026884635603834115 	 0.996305910543131
2109 7.962211025284204e-07 	 1.0 	 0.026061628428731335 	 0.9962060702875399
2110 7.906979578257279e-07 	 1.0 	 0.026212244211253736 	 0.9961062300319489
2111 8.409197775394262e-07 	 1.0 	 0.025323211807790194 	 0.9961062300319489
2112 8.406082905902679e-07 	 1.0 	 0.02590450309412408 	 0.9964057507987221
2113 7.545087715257637e-07 	 1.0 	 0.02536175125978249 	 0.9964057507987221
2114 7.187706532889138e-07 	 1.0 	 0.02543511678874019 	 0.9965055910543131
